time,text,rating,place_name,place_category
2012-07-05,"We stayed in Barcelona for 7 days and it was wonderful. We had a room with 3 single beds and shared facilities. The room was small, but had everything we needed, a safe, fan, AC, fridge and microwave. Breakfast was plentiful. The location was also good, we were in walking distance of the Sagrada Familia (10 min) and Park Guell (15-20 min) and several metro stations. We even walked to Pg de Gracia and La Rambla (30-40 min) and Torre Agbar. The streets are laid out in grids so it&#39;s easy to navigate and the B&amp;B offers several maps you can borrow. Most of all, the service was great. Tina and Jose were very kind and helpful and I thought they were very honest and trustworthy.",5,Barcelona Rooms 294,accommodation
2012-06-18,"We spent 3 days in Barcelona, we stayed in this wonderful hotel! the service was great, Tina and José are very helpful, they gave us advices about places to go, and the one to avoid :) Thank you :)",5,Barcelona Rooms 294,accommodation
2012-07-06,We spent 4 days in Barcelona. The room is great and people are nice. I advice you to go there if you go to Barcelona,5,Barcelona Rooms 294,accommodation
2012-08-23,We spent 4 days in Barcelona. The room is great and people are nice. I advice you to go there if you go to Barcelona,5,Barcelona Rooms 294,accommodation
2010-09-04,I had a nice stay in this hostel,5,Barcelona Rooms 294,accommodation
2010-05-11,"I enjoyed my stay since the moment I arrived at Hispano Siete Suiza Hotel in April 2010: the way I was received, the excellent family room, the greatly prepared staff able to answer all my questions. Besides that, the hotel is very well located, close to the amazing Sagrada Familia, to the public transportation, charming bakeries, cafes, fruit stores, and restaurants. There&#39;s something I will never forget abou my stay: at the airport, due to the aerial chaos, I was told I couldn&#39;t fly to Paris with my family as I had planned and then called to the hotel to check if we could return. They said they had no availability anymore but made arrangements for us to stay in a partner hotel. Among so much stress and disappointment with the unpredictible situation their help was fundamental; at that point finding a hotel in Barcelona seemed impossible. I am so thankful for all they did for me and my family. I strongly recommend this hotel and also their parter, Wilson Hotel, at Diagonal Ave.",5,Hispanos 7 Suiza Apartament-Restaurant,accommodation
2012-05-30,"For a budget accommodation in Barcelona, I would go with this option again (this, or a somewhat humbler Glory Facade Guesthouse, serviced by the same people). The rooms a clean, the people friendly, and the location is also great. Both of the guest houses are in private apartment buildings about a 20 minute walk away from the main tourist traps like La Ramba, with La Sagrada Familia and the Metro very close by. If you are looking for a solid breakfast or a private bathroom, this is not the place for you. Also, be very clear about the time you are arriving so that one of the people is there to give you the key.",4,Padilla Guest House,accommodation
2013-05-29,"Great place to stay when travelling with family. View of Sagrada familia from our balcony, metro only 2 minute walk to connect you to the rest of Barca.",4,Sensation Apartments Barcelona,accommodation
2013-10-27,Went here for a Thai Aroma massage. Must say I was surprised of the very professional staff and amazing massage! Really recommend it!,5,Bangkok Healthy Spa,accommodation
2013-11-16,Great escape from a rainy day. Perfect service and friendly hosts.,5,Bangkok Healthy Spa,accommodation
2011-01-17,Nice guys and great place!!,5,Alcambarcelona,accommodation
2013-11-07,Very good quality for its price. Almost feels like a hotel. Very friendly staff and many accommodations. I also liked how it&#39;s right next to the Clot metro station. Complimentary breakfast not much but better than nothing!,5,Barcelona Urbany Hostel,accommodation
2013-09-30,This is a fantastic place with a great staff and very comfortable bed. Definitely stay here if you get the chance.,5,Barcelona Urbany Hostel,accommodation
2013-05-12,"The hostel is very clean and nice to stay in. The people are nice and helpful, the only thing is that the breakfast isn&#39;t great but its free.",5,Barcelona Urbany Hostel,accommodation
2012-07-31,Fun and good people. Just have quiet hours.,4,Sant Jordi Hostel Sagrada Familia,accommodation
2012-03-12,"Great Hostel!!! Great Instalations, Great Staff, Great Atmosphere... Very modern and comfortable. I met tons of people and actually made some new friends. Be carefull though; If you pic the 1 bed, 2 bed or 4 bed rooms you will be put in the apartments that are in the same building but on the upper floors. The apartments are nice too, just not the great hostel atmosphere that you get in the downstairs hostel.",5,Sant Jordi Hostel Sagrada Familia,accommodation
2013-06-25,"Great Hostel to stay =) People there, stuff and clients, are amazing. Youthful atmosphere and during the nights there is always something to do with the people staying there. It was clean and tidy =) Congratulations! Un hostel genial =) La que gente allí, tanto los trabajadores como lo que se hospedan son geniales. Un ambiente juvenil y durante las noches siempre hay algún plan con la gente de allí. Además de que estaba limpio y ordenado =) Felicidades chicos! (Un beso a mi recepcionista preferido!)",4,Sant Jordi Hostel Sagrada Familia,accommodation
2012-07-31,"The Hotel is great. They have all the things that you&#39;d expect of a Hotel. The beds are not too comfortable, though they have a free internet connection, and a modern bathroom. The Hotel itself is close to the Clot Subway.",4,Catalonia Albeniz,accommodation
2013-08-09,*** hotel very near to metro line L1 and have an excellent breakfast,4,Catalonia Albeniz,accommodation
2010-12-01,I&#39;ve always enjoyed visiting the city of Barcelona for business. 987 Hotels allows my visits to be even more comfortable with free internet and free phone calls within the EU. This must be the leading business hotel in barcelona.,5,987 Barcelona Hotel,accommodation
2013-09-16,So far so good. Very quiet neighborhood and people seem to know how to run the hotel. Very private. Didnt see much action happening around. Still not bad considering there is a convenience store right across the street and a moviestar cellularphone store around the corner. A few pinays working the hotel. Will confirm if laundromat is nearby.,4,Catalonia Berna,accommodation
2012-08-26,"Good hotel, nice rooms and clean. I suggest it.",4,Hotel Aranea,accommodation
2013-06-06,Highly recommanded,4,Hotel Aranea,accommodation
2011-12-03,Great,5,Hotel Aranea,accommodation
2010-02-08,"This hotel truly has a wonderful European Touch. The location is great and it is very close to the amazing public transportation in Barcelona. It is so easy and convenient getting around town and this hotel is located in a very good area. In addition, it is surrounded by small wonderful restaurants with incredible food. The rooms are small, but very urban in nature. You can see the life of the city from your room. It is very clean and cute. Do not expect a spacious room, but it has enough space. The breakfast was very good and convenient. The staff is very helpful with directions and attractions. Barcelona is beautiful and you should go! I recommend this hotel!",4,Hotel Aranea,accommodation
2009-05-27,This is a great page where I could find all informationn that I needed about barcelona city when I was planning to go there and even when I was roaming the city it was very usefull. Id would like recommend this page to any one planning to go there or any one that is already there. Miguel,5,Barcelona City Hotel (Hotel Universal),accommodation
2009-05-27,"Hi everbody, I was looking for luxury hotel and I found it here, all the hotels are 4 or 5 star, also at the city guide is very complete with many pictures and usefull information.",5,Barcelona City Hotel (Hotel Universal),accommodation
2009-06-03,"Just got back from a trip to Barcelona in late May 2009. Stayed in a double room at the Praktik 3 nights. This is a great hotel, especially when you compare prices in the rest of Barcelona. The rooms are clean and modern (with excellent showers), but with some nice older touches (wooden window shutters, tile floors). Location was great - about a 10-15 minute walk to the top of the Ramblas, Girona Metro stop 1.5 blocks away. Neighborhood felt safe, even late at night, and the hotel seemed extremely secure. The staff was extremely courteous and helpful, providing recommendations, directions, etc. They are also excellent English-speakers. 1 computer with free internet access and a nice little 2nd-floor sunning deck were nice touches as well. A word of warning to anyone visiting Barcelona - wear a money belt. I was pick-pocketed in the Verdaguer Metro station on my way from the Sants train station to the hotel, probably 10 minutes in to my visit. Do not make the same mistake - wallets go inside your locked luggage before you get to Barcelona!",4,The Praktik,accommodation
2010-11-25,"it&#39;s cheap, clean, modern and very &quot;praktik&quot; :D",5,The Praktik,accommodation
2010-01-28,"i stayed by myself for 3 days! one and half block from Sangrada Familia, the Cathedral. i stayed in the single room. My room is very cozy and perfect for one person. SUPER clean bathroom, hot water anytime. it is very good location. Only 3-4 subway stops to the famous Rambla street from Sangrada Familia station. Also there is Information center right in front of Sangrada Familia that you could ask about direction to anywhere. i dont speak spanish at all but i had a GOOD TIME in this nice hotel. AH! there is supermarket next door and bigger one next block. Pharmacy is on every block. .. i usually comeback about 9-10 pm and not dangerous at all. with this price!!!! I HIGHLY recommand! I am serious!",5,Hostemplo,accommodation
2013-11-24,The place is great but the team of the owners is the greatest one! Really nice guys!,5,Hostal Boutique Khronos,accommodation
2011-09-02,"Excellent Hostal, actually it is more like a HOTEL, We checked in late and there was a very nice guy expecting us and gave us all information about the city, the rooms were very comfortable, the outside terrace is amazing, location couldn´t be more perfect! Highly recommendable, and we are definitely staying there next time we go to barcelona!! Thanx Hostal Khronos!",5,Hostal Boutique Khronos,accommodation
2013-12-14,"We stayed here for four nights. The rooms were neely remodeled and very clean and well equipped (the shower pressure was amazing). The room includes a mini-fridge and an individual thermostat. The bed was king sized. The staff all spoke english and were very helpful with recommendations for food and sightseeing. If you fly in, take the A2 bus to Playa Espanya and then thr L3 Metro to Girona...a 5 minute walk and you are there.",5,Hotel Europark,accommodation
2012-09-20,"We stayed here for 5 days and we really like it! The room is modern design and quite spacious. The hotel is conveniently located near Passeig de Gracia station, where there are 3 major subway lines and the airport train R2 comes here as well. We walked to Sagra Familia, Las Ramblas, La Boqueria Market and Catalunya Plaza.The hotel has a tiny pool but it doesn&#39;t really do much. The terrace is a nice hangout spot though. The staff are very friendly and helpful. I would highly recommend staying at Euro-Park if you are looking for a good value hotel.",5,Hotel Europark,accommodation
2011-04-05,"Great price, great location.. small but clean rooms. Really enjoyed our stay.",4,Hostal Felipe II,accommodation
2013-05-06,"It&#39;s not the most luxurious hostel around but the communal spaces are really nice, great bathroom facilities, free internet and the reception staff and owner are the best you can find anywhere. I stayed in the hostel for a week when I moved to Barcelona and was looking for somewhere to live and they couldn&#39;t have been more helpful. LOVE IT",4,Mediterranean Hostel Barcelona,accommodation
2012-08-08,"Such a great place that I recommend!! Everything was clean and very well organized!! What&#39;s more it&#39;s very close to the center, so that you can go everywhere walking. I&#39;ve met so many people, especially the very adorable staff!! They&#39;ve helped me and told me the most beautiful and funny places. To put it in the nutshell, I had a great time in this hostel and I will come back for sure. Thank you very much!!!",5,Mediterranean Hostel Barcelona,accommodation
2011-03-24,"The staff is lovely, the location is great, the rooms were very clean, everything was very nice and organized. An awesome sight for students and others to meet new people and just have a great time. Thank you very much!",5,Mediterranean Hostel Barcelona,accommodation
